case_order,customer_id,interaction,city,state,county,zip,lat,lng,population,area,timezone,job,children,age,education,employment_type,income,marital_type,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening
70,X67911,14e03b7a-04b1-4dae-8c20-41ad7e3f69b1,Gillette,WY,Campbell,82716,44.48072,-105.68542,17823,Suburban,US/Mountain,"Administrator, Civil Service",1.0,63,12,Retired,19048,Separated,F,Yes,10.0,18,2,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Autopay,2,198.65,1120,4,4,4,5,4,4,4,3
71,O834546,eeeb8da7-926a-44a7-8d86-68f1eecc7055,Roseburg,OR,Douglas,97470,43.22975,-123.23433,20269,Urban,US/Pacific,Technical sales engineer,4.0,60,12,Full Time,42784,Married,F,Yes,6.0,12,0,0,No,One year,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,eCheck,23,212.35,2676,5,5,6,5,3,7,5,5
72,I493092,819fd181-eecf-497c-a453-ada4517d9c06,North Royalton,OH,Cuyahoga,44133,41.31414,-81.74522,30225,Rural,US/Eastern,Special educational needs teacher,0.0,87,12,Full Time,77996,Divorced,M,Yes,7.0,17,0,0,Yes,One year,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,3,254.16,1268,3,3,4,5,4,3,5,4
73,H787644,2456727b-d909-43a0-9f62-d2e57c9ef757,Cadiz,OH,Harrison,43907,40.25609,-81.02123,5760,Suburban,US/Eastern,Outdoor activities/education manager,3.0,54,14,Unemployed,47507,Married,F,No,32.0,9,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Autopay,36,162.61,822,2,3,3,3,5,2,2,3
74,N582710,867d0b20-ffdd-478b-b5e8-ad80ca7ff50e,Homestead,MT,Sheridan,59242,48.43505,-104.4389,61,Urban,US/Mountain,"Civil engineer, consulting",3.0,53,14,Full Time,7724,Divorced,M,Yes,8.0,9,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,36,256.58,3382,4,3,2,3,3,3,3,4
75,T689606,fd741cf9-5663-472f-94e8-5977c1499a74,San Diego,CA,San Diego,92131,32.89431,-117.08013,34359,Urban,US/Pacific,Maintenance engineer,1.0,70,12,Full Time,1509,Single,M,Yes,12.0,16,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Autopay,2,214.1,3382,4,4,4,5,2,3,4,4
76,E330599,99348a66-489f-42a7-894a-178bc1ba030c,Inglewood,CA,Los Angeles,90303,33.9381,-118.3323,24693,Rural,US/Pacific,Sports therapist,2.0,67,12,Retired,81124,Married,F,Yes,14.0,13,0,0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,5,271.37,1648,3,3,4,3,5,3,3,4
77,C641592,77618d0f-b884-47ba-ad1b-7029b27512f8,Catlett,VA,Fauquier,20119,38.6184,-77.62493,4235,Rural,US/Eastern,"Engineer, communications",4.0,46,12,Part Time,11795,Widowed,F,Yes,9.0,11,0,0,No,Two Year,No,No,None,No,No,No,No,Yes,Yes,Yes,Yes,Yes,eCheck,1,201.59,768,1,1,2,2,3,1,3,2
78,E24772,6f3cb471-a76a-480a-8042-cb64a5a43175,Rockfield,KY,Warren,42274,36.94686,-86.60235,2193,Urban,US/Central,Oceanographer,1.0,53,14,Full Time,33187,Single,M,No,7.0,10,2,1,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Autopay,20,149.29,2426,2,2,3,4,3,3,4,4
79,A889769,10eabf96-a37f-457f-b30b-b14113ea9ef5,Concord,IL,Morgan,62631,39.82437,-90.36129,273,Rural,US/Central,Archaeologist,1.0,24,12,Full Time,19038,Single,F,Yes,14.0,18,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Check,24,240.76,3382,4,4,5,1,4,4,3,3
80,G391761,31eeb895-3c43-4aa5-91de-59b6782b4467,Little Falls,MN,Morrison,56345,45.98881,-94.37486,14557,Rural,US/Central,Personal assistant,0.0,20,14,Part Time,79167,Divorced,M,No,14.0,17,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Autopay,9,126.24,1129,3,4,3,4,5,4,3,3
81,A606860,67203a0f-8d33-4cae-b0af-f090e77b213a,Orlando,FL,Orange,32804,28.57725,-81.39726,17653,Urban,US/Eastern,Animal nutritionist,1.0,53,18,Full Time,37428,Married,F,Yes,15.0,13,2,1,No,One year,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,eCheck,9,188.67,1771,3,4,3,2,5,3,3,4
82,E186097,92807e76-e79e-41a5-9385-51da617ab9ce,Millsboro,PA,Washington,15348,39.9883,-79.99619,285,Rural,US/Eastern,Hydrologist,0.0,53,18,Full Time,45148,Divorced,M,No,17.0,6,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,No,Autopay,7,171.68,943,3,3,3,4,4,3,4,4
83,I627613,cdb3af59-9a91-4205-b4d9-5eb4d611a3cc,Sagola,MI,Dickinson,49881,46.07835,-88.03348,320,Urban,US/Central,Arts development officer,5.0,53,8,Student,74855,Separated,F,No,7.0,13,3,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,Check,19,191.06,1907,4,4,4,3,1,5,4,4
84,Z188641,5aab7733-9356-4ca2-96ba-aaa6832fa61f,Magnolia,KY,Hart,42757,37.40057,-85.72074,2863,Urban,US/Central,Herpetologist,4.0,71,12,Retired,33187,Divorced,M,No,8.0,10,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Autopay,14,119.69,1885,4,4,3,3,4,3,2,5
85,A740543,935bafa1-e020-4ba2-95e6-8855e6083762,Gypsum,KS,Saline,67448,38.65158,-97.41275,1206,Suburban,US/Central,Medical sales representative,0.0,32,12,Full Time,71596,Divorced,F,No,9.0,11,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Autopay,2,195.4,631,5,3,5,5,3,3,5,2
86,W681476,7d403a84-003b-402a-8432-24380e4da3b0,Alexandria,VA,Fairfax,22306,38.75669,-77.0929,35279,Rural,US/Eastern,"Scientist, research (physical sciences)",0.0,33,14,Full Time,10389,Single,M,No,4.0,15,1,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Autopay,2,138.19,3382,3,3,4,3,3,4,3,6
87,G842176,7f9581be-4e3f-4f0a-9c55-939e16f033a0,Shade Gap,PA,Huntingdon,17255,40.1613,-77.86247,1049,Suburban,US/Eastern,Solicitor,3.0,67,8,Full Time,19657,Widowed,M,No,15.0,12,3,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Autopay,4,115.84,593,3,3,2,2,5,4,2,3
88,Z852663,bf3ea9ec-a4a7-4514-8176-2d8d8f113323,Chicago,IL,Cook,60636,41.77576,-87.66912,32203,Suburban,US/Central,Higher education lecturer,0.0,66,16,Retired,27827,Divorced,F,Yes,8.0,13,1,1,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,No,Yes,Yes,No,eCheck,3,208.07,777,4,3,3,6,1,4,3,3
89,C73741,1ca2e70f-6207-4514-a8ce-e97244a56251,Waterbury,CT,New Haven,06704,41.5865,-73.03305,25576,Rural,US/Eastern,"Nurse, adult",0.0,53,12,Full Time,33187,Separated,F,Yes,9.0,12,4,0,No,Month-to-month,Yes,No,DSL,No,No,No,No,No,No,Yes,Yes,Yes,eCheck,3,187.62,1393,4,4,4,3,3,3,3,5
90,W258972,c4c9f72f-9d25-4e86-b0dc-278ad1794358,Litchfield,CA,Lassen,96117,40.54621,-120.23999,319,Urban,US/Pacific,Automotive engineer,0.0,61,12,Full Time,19815,Single,F,No,13.0,13,0,2,No,One year,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,No,Yes,Autopay,4,136.1,393,3,2,3,4,3,4,5,4
91,G491883,0319a159-cefc-4d57-804b-c5a16de84ca6,Greensboro,NC,Guilford,27410,36.11785,-79.89432,55519,Rural,US/Eastern,Chiropodist,0.0,75,12,Unemployed,58482,Separated,F,Yes,8.0,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Check,2,192.01,3382,3,3,3,3,3,4,3,3
92,C302549,1ab894a8-1876-4de7-9e93-2cae49e6cbc2,Seekonk,MA,Bristol,02771,41.83778,-71.31735,15210,Urban,US/Eastern,Therapeutic radiographer,0.0,63,12,Student,33187,Widowed,F,Yes,14.0,9,1,0,No,Month-to-month,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Check,13,221.04,2138,3,2,3,2,4,3,2,4
93,K581313,87ec7c0f-2780-4909-9bf3-5369082eab90,Reading,MI,Hillsdale,49274,41.83849,-84.76277,3499,Suburban,US/Eastern,"Designer, television/film set",0.0,68,12,Student,115510,Separated,F,No,6.0,3,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,eCheck,3,163.04,443,2,2,2,4,3,3,4,3
94,T46150,ca0b9ed3-3abc-49d1-84b2-053535772ee0,Shreveport,LA,Caddo,71104,32.48494,-93.73255,14479,Suburban,US/Central,"Education officer, environmental",2.0,32,14,Full Time,33187,Single,M,Yes,8.0,7,1,1,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,eCheck,19,161.1,2481,2,2,3,3,3,3,3,3
95,B260505,e572a5e1-a17d-4813-b077-af6c45596135,San Antonio,FL,Pasco,33576,28.32589,-82.32911,4654,Suburban,US/Eastern,Colour technologist,0.0,53,18,Part Time,33187,Single,M,No,11.0,7,1,0,No,Two Year,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Check,18,186.62,2233,3,2,3,4,2,4,5,3
96,W877056,728fccac-151c-4743-8c4a-ebf5af17ec9d,Dallas,TX,Dallas,75212,32.78137,-96.87917,26320,Suburban,US/Central,Academic librarian,0.0,29,12,Full Time,24270,Divorced,F,Yes,10.0,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Autopay,4,244.47,3382,5,5,4,5,1,5,5,4
97,M478246,fb749668-dbf8-448a-bc59-5bdba08f7e0b,Claytonville,IL,Iroquois,60926,40.57234,-87.80962,35,Rural,US/Central,Mudlogger,0.0,53,12,Full Time,54466,Married,F,No,9.0,17,0,1,No,Month-to-month,No,No,Fiber Optic,No,No,No,No,Yes,No,No,No,No,eCheck,6,124.8,529,4,4,4,3,2,4,3,4
98,N417817,832e769e-3b90-47cc-8f70-12e77fbd52a2,Beaverville,IL,Iroquois,60912,40.97003,-87.59935,521,Suburban,US/Central,"Designer, textile",10.0,23,18,Part Time,64816,Divorced,M,Yes,6.0,14,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Check,36,188.61,1956,3,2,2,4,3,2,3,2
99,R180138,7def992e-acd6-4b3e-9d01-68812f5fd2ff,Fayetteville,NC,Cumberland,28301,35.07431,-78.88358,17600,Rural,US/Eastern,Chief Strategy Officer,0.0,80,12,Retired,103311,Single,M,No,9.0,15,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Check,20,162.44,2056,5,4,4,3,4,4,5,5
100,N931384,d280a01b-3e7a-4303-b8b1-62ca5f99597c,Stanley,ND,Mountrail,58784,48.36433,-102.42437,3324,Suburban,US/Central,"Loss adjuster, chartered",0.0,20,18,Full Time,33187,Single,M,No,12.0,11,1,1,No,One year,No,No,Fiber Optic,No,Yes,No,No,Yes,No,Yes,No,Yes,eCheck,6,180.24,1067,3,4,3,5,2,6,6,6
101,O967373,57582d0e-06d5-453f-934f-cd35554c860c,Birmingham,AL,Shelby,35242,33.42521,-86.67144,55122,Urban,US/Central,Pharmacologist,0.0,69,8,Full Time,58077,Separated,M,Yes,11.0,12,1,1,No,Month-to-month,No,No,None,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,14,222.8,1806,3,2,3,5,3,4,4,3
102,G695985,a722aa28-8556-4560-9eca-d33fb02d1c1e,Calhoun,KY,McLean,42327,37.58745,-87.30164,4038,Urban,US/Central,Hydrographic surveyor,1.0,53,16,Full Time,43466,Single,M,No,14.0,10,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Autopay,11,182.89,1397,3,4,4,4,3,4,2,3
103,P33478,de982f12-12d6-489d-b4ee-e68a97898c45,Ozone Park,NY,Queens,11417,40.67637,-73.84441,31927,Urban,US/Eastern,"Engineer, manufacturing",0.0,53,16,Full Time,23289,Divorced,F,Yes,13.0,19,1,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Check,2,220.34,3382,2,4,3,2,3,3,5,3
104,K100436,4f87c1f9-6f12-433a-950e-d543319f5362,Buckhannon,WV,Upshur,26201,39.00049,-80.20387,19904,Rural,US/Eastern,Research scientist (medical),2.0,25,12,Full Time,49158,Separated,M,No,11.0,9,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,eCheck,36,170.91,1886,4,4,3,4,3,3,3,4
105,L475907,50d17517-42e8-41ee-b3e1-51380935f604,Pleasant Hill,MO,Cass,64080,38.76701,-94.25448,13000,Suburban,US/Central,Wellsite geologist,0.0,53,16,Full Time,3805,Divorced,M,Yes,16.0,16,0,2,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Check,22,205.76,2294,3,3,3,3,2,4,4,4
106,A78095,c7588553-d2c4-44aa-bc57-92d9a450da0b,Valparaiso,NE,Saunders,68065,41.07317,-96.83986,1444,Urban,US/Central,"Embryologist, clinical",3.0,71,12,Retired,52616,Widowed,M,Yes,6.0,10,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,eCheck,3,203.78,826,3,5,3,2,4,2,4,2
107,X742990,b93e919c-6a5c-4cd7-9bfa-32894cdec20d,Buchanan,NY,Westchester,10511,41.26302,-73.94368,2158,Urban,US/Eastern,Occupational psychologist,3.0,53,12,Full Time,30550,Widowed,F,Yes,8.0,18,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Autopay,10,245.07,3382,3,3,2,4,3,2,4,3
108,P347346,4adf59ca-778b-42d1-b4dd-e323767f014d,West Baden Springs,IN,Orange,47469,38.61776,-86.61282,1800,Urban,US/Eastern,Environmental health practitioner,2.0,56,12,Student,12154,Divorced,Prefer not to answer,Yes,13.0,11,0,2,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Autopay,13,170.91,1436,4,4,3,3,5,3,2,2
109,O235183,31f4132d-f26a-4fe0-af22-3a01989b7258,Nolan,TX,Nolan,79537,32.29188,-100.21075,30,Suburban,US/Central,"Sales professional, IT",0.0,42,12,Full Time,30649,Married,M,Yes,14.0,9,2,2,No,Month-to-month,Yes,No,DSL,No,Yes,No,No,No,Yes,No,Yes,No,Autopay,14,173.54,1963,4,3,4,3,5,4,2,3
110,R776311,acef0ce4-51a5-4fef-84ea-bb1dfe479bca,Flat Rock,AL,Jackson,35966,34.79657,-85.67879,3682,Suburban,US/Central,Advertising copywriter,3.0,33,14,Part Time,31417,Married,M,Yes,11.0,14,0,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Yes,eCheck,9,194.31,1324,2,2,2,2,4,2,3,2
111,C25146,8d831d69-21b5-4bec-bbfc-44c636c75c3e,Centreville,VA,Fairfax,20120,38.85433,-77.47715,41733,Urban,US/Eastern,"Radiographer, therapeutic",1.0,47,14,Full Time,55861,Divorced,M,No,14.0,16,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Autopay,5,135.58,704,4,4,4,4,3,3,4,3
112,E722502,711c124e-f93c-48e0-8055-b690fccf4225,Angora,MN,St. Louis,55703,47.74202,-92.78159,630,Urban,US/Central,English as a second language teacher,1.0,53,16,Student,9044,Widowed,F,Yes,13.0,18,3,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Autopay,6,194.0,3382,3,4,4,4,2,3,4,4
113,D515341,43e421ce-f3c6-46f4-8eaa-1ca2a141269d,Rice Lake,WI,Barron,54868,45.52596,-91.71346,15383,Rural,US/Central,Occupational therapist,0.0,63,14,Full Time,33187,Single,F,Yes,8.0,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,No,No,Yes,No,Yes,No,Check,3,158.04,377,4,3,4,2,3,3,3,3
114,U972291,9f6c3100-9e67-4db4-bafd-47c929332d84,Middlefield,MA,Hampshire,01243,42.35146,-73.02322,257,Urban,US/Eastern,Armed forces logistics/support/administrative officer,1.0,53,12,Full Time,33187,Widowed,M,No,8.0,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Autopay,17,113.22,1606,3,3,3,3,3,3,3,4
115,N374641,26b6fe37-eb18-4dc1-909a-942ed707ea29,Canaseraga,NY,Allegany,14822,42.43085,-77.84964,1012,Urban,US/Eastern,Technical author,0.0,67,12,Full Time,12527,Divorced,M,Yes,11.0,14,2,0,Yes,Month-to-month,No,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Check,13,175.1,1431,5,4,4,3,3,5,3,4
116,R736057,9fd23c24-e908-445d-aeb9-fb012159f6d4,Rocky Mount,VA,Franklin,24151,36.95739,-79.86453,20327,Urban,US/Eastern,Regulatory affairs officer,0.0,56,12,Full Time,35499,Divorced,F,No,8.0,13,3,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Autopay,23,162.97,2253,6,5,4,4,4,3,5,3
117,K401117,05669b20-e56a-439e-b9e4-ff6a3dd483e1,Hope,KY,Montgomery,40334,38.01464,-83.76565,69,Urban,US/Eastern,Sales promotion account executive,0.0,24,11,Full Time,33187,Married,F,No,9.0,10,1,0,Yes,One year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Check,6,137.09,1353,5,5,4,3,3,3,3,3
118,O17401,2146b03d-4fae-41b9-a872-b928843fa56a,Pleasant Dale,NE,Seward,68423,40.80268,-96.95214,1130,Urban,US/Central,"Optician, dispensing",0.0,79,11,Part Time,51237,Divorced,F,No,12.0,12,3,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,12,276.05,1701,4,5,4,4,1,4,4,4
119,E779833,f8074e7f-30d3-4ac2-bd9b-99979feb45be,Watkins Glen,NY,Schuyler,14891,42.37724,-76.94575,4210,Rural,US/Eastern,Theme park manager,0.0,61,12,Full Time,33187,Married,M,Yes,7.0,16,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,No,eCheck,7,128.4,3382,4,3,4,5,3,5,4,4
120,Q527077,f374febf-f635-4175-ae0d-a66396e78623,Parksville,SC,McCormick,29844,33.7683,-82.2322,155,Urban,US/Eastern,"Pharmacist, community",0.0,53,16,Full Time,11014,Divorced,M,Yes,9.0,11,2,0,Yes,Two Year,No,No,None,Yes,No,No,Yes,No,Yes,Yes,Yes,No,eCheck,9,209.88,1403,4,4,4,4,3,4,4,4
121,Q765651,15a05750-ad38-4037-9acc-9fe6fe258839,Altadena,CA,Los Angeles,91001,34.19544,-118.13796,37711,Rural,US/Pacific,IT trainer,4.0,53,12,Student,33187,Divorced,F,No,16.0,13,1,0,Yes,Two Year,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Autopay,22,146.68,2603,5,4,5,2,3,4,4,3
122,W400552,3b1978b5-8a39-457e-b3a1-da4a743bdc07,Coggon,IA,Linn,52218,42.29251,-91.53608,1800,Urban,US/Central,Contracting civil engineer,3.0,53,16,Full Time,26130,Divorced,M,Yes,5.0,8,2,0,No,One year,Yes,Yes,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,4,242.89,1256,4,4,2,3,3,4,5,5
123,S979985,4d787829-bf5d-4766-9777-d60e7b882659,Sarver,PA,Butler,16055,40.71569,-79.748,8028,Suburban,US/Eastern,Health and safety inspector,1.0,65,12,Student,36478,Widowed,M,No,9.0,14,2,0,Yes,Month-to-month,No,Yes,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Check,10,116.26,980,2,2,3,4,3,3,4,4
124,E351590,df1d3143-c299-4adc-a618-94f9bb34343e,Cape Coral,FL,Lee,33904,26.57593,-81.94532,31859,Urban,US/Eastern,"Psychologist, sport and exercise",0.0,35,18,Full Time,54533,Divorced,F,No,9.0,15,2,1,No,Month-to-month,Yes,Yes,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Autopay,8,187.31,1347,4,4,4,3,4,3,3,4
125,J227824,458642c8-9ad4-4288-bc3b-1ab83ce7a3c7,Warren,OH,Trumbull,44485,41.24042,-80.84612,16101,Suburban,US/Eastern,Manufacturing engineer,0.0,31,16,Student,37103,Separated,F,No,12.0,9,3,1,No,Two Year,Yes,No,None,Yes,Yes,No,No,Yes,No,Yes,No,No,Autopay,7,149.36,1127,2,2,3,5,5,1,2,2
126,S136858,9c880386-d08d-4dc8-a545-e276cbb4bdd0,Dade City,FL,Pasco,33525,28.33597,-82.20146,20449,Suburban,US/Eastern,Musician,2.0,34,12,Full Time,74679,Widowed,M,No,12.0,11,0,1,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,No,Autopay,7,125.32,1269,4,3,3,3,4,5,4,4
127,N883325,800bbe9f-bc31-4611-8ca9-ce20f1387343,Ralston,PA,Lycoming,17763,41.51534,-76.97577,161,Urban,US/Eastern,Senior tax professional/tax inspector,0.0,68,18,Full Time,95028,Separated,M,Yes,7.0,13,0,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,eCheck,4,221.11,1038,3,3,3,3,4,3,3,3
128,U700981,785924d4-3532-4681-9cf7-40fb062d97d8,Vernon Rockville,CT,Tolland,06066,41.8364,-72.46061,29210,Urban,US/Eastern,"Engineer, biomedical",0.0,53,16,Full Time,34281,Single,M,No,12.0,9,0,0,No,Two Year,No,No,DSL,No,Yes,No,Yes,Yes,Yes,No,No,No,Autopay,10,172.97,1531,5,5,4,2,5,3,4,3
129,X267853,d1b92066-1007-4adc-b214-13bc3924c72e,Monroe Center,IL,Ogle,61052,42.11139,-88.99956,821,Urban,US/Central,Facilities manager,0.0,53,8,Full Time,36240,Separated,M,No,8.0,14,0,1,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,No,eCheck,4,118.98,991,4,4,5,3,3,4,4,5
130,S985225,f3878f9d-fe73-4db7-9d66-de25fab169c1,Momence,IL,Kankakee,60954,41.15338,-87.62902,5846,Urban,US/Central,Osteopath,5.0,32,12,Full Time,9515,Divorced,M,Yes,7.0,11,4,0,No,Month-to-month,No,No,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Check,4,219.28,3382,2,1,2,4,3,5,3,1
131,X645702,cfc79a87-f608-485d-86c9-cfce7db37a29,Dennison,OH,Tuscarawas,44621,40.42752,-81.29587,4476,Rural,US/Eastern,Corporate investment banker,0.0,47,12,Full Time,125814,Divorced,F,Yes,40.0,10,0,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Check,6,168.92,1162,3,3,4,2,4,4,3,2
132,I703479,3685c550-a023-4825-a1c0-576114e51d6d,Weaver,AL,Calhoun,36277,33.75973,-85.81881,5529,Rural,US/Central,Psychotherapist,8.0,53,14,Retired,12995,Divorced,F,No,13.0,12,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Check,2,161.82,577,3,3,3,6,3,6,5,4
133,S370452,e3591f0e-4430-4391-94fa-2790223aa88a,Hudson,NH,Hillsborough,03051,42.76391,-71.4071,25328,Rural,US/Eastern,"Copywriter, advertising",0.0,70,8,Retired,33187,Divorced,F,Yes,2.0,14,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Autopay,8,184.51,1442,2,3,2,4,4,2,1,3
134,D333249,c7752e9e-50a3-4105-bf0e-ce8db57d6d3f,Parish,NY,Oswego,13131,43.42122,-76.09223,3736,Suburban,US/Eastern,Horticultural consultant,3.0,41,12,Full Time,87354,Divorced,M,Yes,6.0,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Check,9,253.25,1577,5,5,3,4,4,4,4,5
135,O698848,4fdba08f-de24-41b5-93ed-0f6731a790ab,Clitherall,MN,Otter Tail,56524,46.21378,-95.61021,610,Suburban,US/Central,Microbiologist,0.0,59,12,Full Time,76567,Separated,M,No,34.0,8,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Autopay,9,141.13,886,4,5,4,4,4,4,5,4
136,M248356,d95cffe6-fb9b-4e0e-9ecd-4f3cf186bea8,Kenton,DE,Kent,19955,39.22601,-75.66854,34,Rural,US/Eastern,Educational psychologist,1.0,53,12,Part Time,33187,Married,M,No,6.0,12,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,eCheck,8,179.07,1065,4,3,4,4,5,2,3,3
137,E759213,5e52b5fb-c3b0-4415-877d-64134fde413a,Garysburg,NC,Northampton,27831,36.45915,-77.5707,3199,Suburban,US/Eastern,Sport and exercise psychologist,0.0,70,11,Full Time,33187,Married,M,No,2.0,17,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Autopay,36,202.7,951,3,3,3,4,3,4,3,2
138,G106476,bb2ac7a9-0e6f-4b07-8d72-21e9fcdbc79e,Leesburg,TX,Camp,75451,32.96633,-95.12119,1135,Urban,US/Central,"Production designer, theatre/television/film",1.0,53,11,Unemployed,31600,Widowed,M,No,4.0,12,2,0,No,One year,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Autopay,7,196.09,1404,4,6,6,1,7,3,4,3
139,D873414,0a8c923f-2788-4bf2-935d-ccab258e0306,Thomas,OK,Custer,73669,35.72895,-98.7404,1750,Suburban,US/Central,Risk manager,4.0,75,12,Full Time,74638,Single,F,Yes,6.0,10,3,1,No,One year,No,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Check,14,255.04,3382,3,3,4,4,3,4,2,5
